,Repository Information,,,Author Information,,,,,,,,,,,Literary Text Information,,,,Information about the Fiction,,,,,,
Gerstaecker_Friedrich_Die_Gemsjagd.txt,275,0,gartenlaube,Friedrich Wilhelm Christian,Gerstäcker,Friedrich Wilhelm Christian Gerstäcker,-,Friedrich Gerstäcker,Deutschland ,1816,1872,male,"geb. in Hamburg, gest. in Braunschweig; deutscher Übersetzer, Abenteuer- und Reiseschriftsteller; bekannt durch seine Bücher über Nordamerika",118538810,Die Gemsjagd,Gerstaecker_Friedrich_Die_Gemsjagd.txt,1857,NA,ja,Fernrohr,ja,"Alpenwanderer, Alpenwelt",Deutschland/Österreich,4524,3988
Gerstaecker_Friedrich_Die_neue_Geisterwelt.txt,276,0,gartenlaube,Friedrich Wilhelm Christian,Gerstäcker,Friedrich Wilhelm Christian Gerstäcker,-,Friedrich Gerstäcker,Deutschland ,1816,1872,male,"geb. in Hamburg, gest. in Braunschweig; deutscher Übersetzer, Abenteuer- und Reiseschriftsteller; bekannt durch seine Bücher über Nordamerika",118538810,Die neue Geisterwelt,Gerstaecker_Friedrich_Die_neue_Geisterwelt.txt,1854,NA,ja,"Chiffonniere, elektrisch",ja,fiktionales Deutschland,Deutschland ,6669,5830
Gerstaecker_Friedrich_Ein_Pirschgang_auf_Gemsen.txt,277,0,gartenlaube,Friedrich Wilhelm Christian,Gerstäcker,Friedrich Wilhelm Christian Gerstäcker,-,Friedrich Gerstäcker,Deutschland ,1816,1872,male,"geb. in Hamburg, gest. in Braunschweig; deutscher Übersetzer, Abenteuer- und Reiseschriftsteller; bekannt durch seine Bücher über Nordamerika",118538810,Ein Pirschgang auf Gemse,Gerstaecker_Friedrich_Ein_Pirschgang_auf_Gemsen.txt,1859,NA,ja,Teleskop,ja,"von dem kleinen Ort Scharnitz, in den Alpen, Almhütte",Österreich ,5707,5020
Gerstaecker_Friedrich_Eine_alltaegliche_Geschichte.txt,278,0,gartenlaube,Friedrich Wilhelm Christian,Gerstäcker,Friedrich Wilhelm Christian Gerstäcker,-,Friedrich Gerstäcker,Deutschland ,1816,1872,male,"geb. in Hamburg, gest. in Braunschweig; deutscher Übersetzer, Abenteuer- und Reiseschriftsteller; bekannt durch seine Bücher über Nordamerika",118538810,Eine alltägliche Geschichte,Gerstaecker_Friedrich_Eine_alltaegliche_Geschichte.txt,1863,Erzählung,ja,"einen Pfennig, Apotheke",ja,"Eines Abends, im Mai, saß Dr. Brethammer wieder am Kartentisch und zwar in einem Garten, etwa drei Viertelstunden Wegs von X. entfernt,",Deutschland,3331,2943
Gerstaecker_Friedrich_Ruine_Wildenfels.txt,279,0,gartenlaube,Friedrich Wilhelm Christian,Gerstäcker,Friedrich Wilhelm Christian Gerstäcker,-,Friedrich Gerstäcker,Deutschland ,1816,1872,male,"geb. in Hamburg, gest. in Braunschweig; deutscher Übersetzer, Abenteuer- und Reiseschriftsteller; bekannt durch seine Bücher über Nordamerika",118538810,Ruine Wildenfels,Gerstaecker_Friedrich_Ruine_Wildenfels.txt,1866,NA,ja,Schoppen,ja,"In Wellheim, einem kleinen, reizend gelegenen Städtchen am Rhein",Deutschland ,34682,30262
Gerstaecker_Friedrich_Zu_wirthschaftlich.txt,280,0,gartenlaube,Friedrich Wilhelm Christian,Gerstäcker,Friedrich Wilhelm Christian Gerstäcker,-,Friedrich Gerstäcker,Deutschland ,1816,1872,male,"geb. in Hamburg, gest. in Braunschweig; deutscher Übersetzer, Abenteuer- und Reiseschriftsteller; bekannt durch seine Bücher über Nordamerika",118538810,Zu wirthschaftlich,Gerstaecker_Friedrich_Zu_wirthschaftlich.txt,1869,NA,ja,Cigarren ,ja,"Doctor Wahlborn, der Schweiz",Schweiz,6548,5820
Goedicke_Elisabeth_Jens_Larsen.txt,281,649,gutenberg,Elisabeth,Goedicke,Elisabeth Goedicke,Else Goedicke,Elisabeth Goedicke,Deutschland ,1873,1943,female,geb. in Brandenburg/Havel; Elisabeth Goedicke (auch: Else Goedicke; * 21. Mai 1873 in Brandenburg an der Havel; † nach 1943) war eine deutsche Schriftstellerin.,116700963,Jens Larsen,Goedicke_Elisabeth_Jens_Larsen.txt,1907,Roman,ja,"Dampfschiff fahren, 1816: Erster Raddampfer fährt auf der Elbe",ja,Ortschaft an der Elbe,Deutschland,55575,47888
Gotthelf_Jeremias_Barthli_der_Korber.txt,282,0,gutenberg,Albert,Bitzius,Albert Bitzius,Jeremias Gotthelf,Jeremias Gotthelf,Schweiz,1797,1854,male,"geb. in Murten, gest. in Lützelflüh; Schriftsteller, Pfarrer, Journalist; wichtiger Vertreter des Realismus; in seinen Bauernromanen, Novellen und Dorfgeschichten Volkserzieher und Sozialkritiker",118540963,Barthli der Korber,Gotthelf_Jeremias_Barthli_der_Korber.txt,1852,Erzählung,ja,Büchsenkugel; einen Kreuzer,ja,"Im Emmental, „kaum zwei Stunden von Bern entfernt“ (Wikipedia)",Schweiz,31035,26344
Gotthelf_Jeremias_Das_Erdbeerimareili.txt,283,0,gutenberg,Albert,Bitzius,Albert Bitzius,Jeremias Gotthelf,Jeremias Gotthelf,Schweiz,1797,1854,male,"geb. in Murten, gest. in Lützelflüh; Schriftsteller, Pfarrer, Journalist; wichtiger Vertreter des Realismus; in seinen Bauernromanen, Novellen und Dorfgeschichten Volkserzieher und Sozialkritiker",118540963,Das Erdbeeri-Mareili,Gotthelf_Jeremias_Das_Erdbeerimareili.txt,1850,Novelle,ja,Gerichtsäß,ja,"war noch nicht lange in der Gemeinde Holderberg und schon Gerichtsäß geworden, Bern, Deutsch",Schweiz,18304,15697
Gotthelf_Jeremias_Der_Besuch.txt,284,0,gutenberg,Albert,Bitzius,Albert Bitzius,Jeremias Gotthelf,Jeremias Gotthelf,Schweiz,1797,1854,male,"geb. in Murten, gest. in Lützelflüh; Schriftsteller, Pfarrer, Journalist; wichtiger Vertreter des Realismus; in seinen Bauernromanen, Novellen und Dorfgeschichten Volkserzieher und Sozialkritiker",118540963,Der Besuch,Gotthelf_Jeremias_Der_Besuch.txt,1854,Erzählung,ja,"Es hatte eine Sekundarschule besucht, konnte Französisch schreiben, das heißt französische Buchstaben machen, sagte  » Merci bien! « , hatte eine Arbeitsschule besucht",ja," Emmental, findet man oft im Schweizerland.",Schweiz,14731,12535
Gottschall_Rudolf_Die_zehnte_Sprache.txt,285,0,gartenlaube,Rudolf Karl,Gottschall,Rudolf Karl Gottschall,-,Rudolf Gottschall,Deutschland ,1823,1909,male,"geb. in Breslau, gest. in Leipzig; deutscher Dramatiker, Epiker, Erzähler, Literaturhistoriker und Literaturkritiker",119449072,Die zehnte Sprache,Gottschall_Rudolf_Die_zehnte_Sprache.txt,1877,Novelle,ja," Kaiser Karl dem Fünften im Kloster von Sanct Juste, Goethe, Beethoven, Drehorgel",ja,der Hansestadt Bremen,Deutschland ,19180,16703
Grasberger_Hans_Die_schoene_Kastellanin.txt,286,650,gutenberg,Hans Nepomuk,Grasberger,Hans Nepomuk Grasberger,"Birkenbühl, Hans; Grasberger, Hans; Birkenbühl, Hans; Birkenbühl, Karl; Grasberger, Hans Nepomuk; Birkenbühl, Carl; ",Hans Grasberger,Österreich,1836,1898,male,"Hans Nepomuk Grasberger (* 2. Mai 1836 in Obdach, Steiermark; † 11. Dezember 1898 in Wien) war ein österreichischer Dichter, Lyriker und Kunstkritiker. Grasberger studierte Jus an der Universität Wien und arbeitete später für verschiedene Zeitungen (u. a. für die „Presse“ und die „Wiener Zeitung“). 1867 ging er als Korrespondent nach Rom, wo er Kunststudien betrieb und für die „Presse“ Kunstkritiken verfasste. Er machte sich auch als Mundartdichter einen Namen und veröffentlichte zeitlebens einige Gedichtesammlungen in steirischer Mundart.[1] In seinem Stil wird Grasberger oft mit dem bekanntesten steirischen Dichter seiner Zeit, Peter Rosegger, verglichen. Er schrieb auch unter dem Pseudonym Carl (Karl) Birkenbühl. Hans Grasberger starb am 11. Dezember 1898 im Alter von 62 Jahren und wurde am Friedhof in Mödling, Niederösterreich beigesetzt.",116823062,Die schöne Kastellanin,Grasberger_Hans_Die_schoene_Kastellanin.txt,1877,Novelle,ja,Telegramm,ja,"Jausenkaffee (österreichisch), Kreisstadt, Bezirk",Österreich ,16118,13756
Grasberger_Hans_Maria-Buch.txt,287,651,gutenberg,Hans Nepomuk,Grasberger,Hans Nepomuk Grasberger,"Birkenbühl, Hans; Grasberger, Hans; Birkenbühl, Hans; Birkenbühl, Karl; Grasberger, Hans Nepomuk; Birkenbühl, Carl; ",Hans Grasberger,Österreich,1836,1898,male,"Hans Nepomuk Grasberger (* 2. Mai 1836 in Obdach, Steiermark; † 11. Dezember 1898 in Wien) war ein österreichischer Dichter, Lyriker und Kunstkritiker. Grasberger studierte Jus an der Universität Wien und arbeitete später für verschiedene Zeitungen (u. a. für die „Presse“ und die „Wiener Zeitung“). 1867 ging er als Korrespondent nach Rom, wo er Kunststudien betrieb und für die „Presse“ Kunstkritiken verfasste. Er machte sich auch als Mundartdichter einen Namen und veröffentlichte zeitlebens einige Gedichtesammlungen in steirischer Mundart.[1] In seinem Stil wird Grasberger oft mit dem bekanntesten steirischen Dichter seiner Zeit, Peter Rosegger, verglichen. Er schrieb auch unter dem Pseudonym Carl (Karl) Birkenbühl. Hans Grasberger starb am 11. Dezember 1898 im Alter von 62 Jahren und wurde am Friedhof in Mödling, Niederösterreich beigesetzt.",116823062,Maria-Buch,Grasberger_Hans_Maria-Buch.txt,1895,Novelle,ja,"Groschen oder Kreuzer, Silberzehner, Kachelofen, Kaiser, Verein",ja,und in Wien gibt es ein Versorgungshaus »zum blauen Herrgott«/Bezirksarzt nach Judenburg/kärntnerischen Grenze,Österreich ,30302,25983
Greinz_Rudolf_Der_Stoandlnarr.txt,288,0,gartenlaube,Rudolf Heinrich,Greinz,Rudolf Greinz,Kassian Kluibenschädel,Rudolf Greinz,Österreich,1866,1942,male,"Rudolf Heinrich Greinz (* 16. August 1866 in Pradl bei Innsbruck; † 16. August 1942 in Innsbruck) war ein österreichischer Schriftsteller. Das Frühwerk von Rudolf Greinz erinnert an Ludwig Thoma.[8] Bekannt wurde Greinz vor allem durch seine Romane, insbesondere durch historische Romane. Wie Rudolf Greinz selbst sind viele seiner Romanfiguren tief religiös geprägt. Sein Verhältnis zur Kirche war jedoch stets ambivalent.[9] In seinen Schriften hielt er höheren Klerikern einen dem Nachfolge Jesu nicht gemäßen Lebenswandel und die Abkehr von den armen und einfachen Leuten vor. Kirchenkritisch ist z. B. der 1915 erschienene Roman Äbtissin Verena. Greinz galt zumal außerhalb von Österreich, bei seinen Lesern in Deutschland und in den USA, als der typische Vertreter des heimatverbundenen, bodenständigen Schrifttums in Tirol.",116831227,Der Stoandlnarr,Greinz_Rudolf_Der_Stoandlnarr.txt,1897,Tiroler Geschichte,ja,"Tabakbeutel, Sonntagsschule, Taschenuhr, Zeitung, Bezirk, Kaiser, Maschine",ja,Eine tiroler Geschichte,Österreich ,15973,14136
Greinz_Rudolf_Kraehwinkel.txt,289,676,gutenberg,Rudolf Heinrich,Greinz,Rudolf Greinz,Kassian Kluibenschädel,Rudolf Greinz,Österreich,1866,1942,male,"Rudolf Heinrich Greinz (* 16. August 1866 in Pradl bei Innsbruck; † 16. August 1942 in Innsbruck) war ein österreichischer Schriftsteller. Das Frühwerk von Rudolf Greinz erinnert an Ludwig Thoma.[8] Bekannt wurde Greinz vor allem durch seine Romane, insbesondere durch historische Romane. Wie Rudolf Greinz selbst sind viele seiner Romanfiguren tief religiös geprägt. Sein Verhältnis zur Kirche war jedoch stets ambivalent.[9] In seinen Schriften hielt er höheren Klerikern einen dem Nachfolge Jesu nicht gemäßen Lebenswandel und die Abkehr von den armen und einfachen Leuten vor. Kirchenkritisch ist z. B. der 1915 erschienene Roman Äbtissin Verena. Greinz galt zumal außerhalb von Österreich, bei seinen Lesern in Deutschland und in den USA, als der typische Vertreter des heimatverbundenen, bodenständigen Schrifttums in Tirol.",116831227,Krähwinkel,Greinz_Rudolf_Kraehwinkel.txt,1918,Kleinstadtgeschichte,ja,Es kam der große Weltkrieg ins Land,ja,in der alten romanischen Kirche von Lingenau,Österreich ,60455,51780
Grillparzer_Franz_Der_arme_Spielmann.txt,290,0,DTA,Franz Seraphicus,Grillparzer,Franz Seraphicus Grillparzer,-,Franz Grillparzer,Österreich,1791,1872,male,"geb. und gest. in Wien; Schriftsteller, Dramatiker, Nationaldichter; altösterreichische Problematik zwischen Vereinigung von leidenschaftlicher Phantasie und menschenscheuem Raunzertum, von Traumgewalt und Wirklichkeitsangst beziehungsweise Opposition und Konservatismus",118542192,Der arme Spielmann,Grillparzer_Franz_Der_arme_Spielmann.txt,1910,Novelle,ja,Fest Wiener Prater,ja,"Wien, Brigittenau, Langenlebarn",Österreich ,17962,15427
Groddeck_Georg_Der_Pfarrer_von_Langewiesche.txt,291,685,gutenberg,Georg Walther,Groddeck,Georg Walther Groddeck,-,Georg Groddeck,Deutschland,1866,1934,male,"geb. in Kösen, gest. in Knonau; deutscher Arzt, Psychoanalytiker, Wegbereiter der Psychosomatik, Schriftsteller, Sozialreformer",118697927,Der Pfarrer von Langewiesche,Groddeck_Georg_Der_Pfarrer_von_Langewiesche.txt,1909,Novelle,ja,"Bahnhof, Zug",ja,"Die Kunde von seinem Tode verbreitete sich rasch durch ganz Deutschland, Langewiesche, Calvarienberge, Thüringer Wald",Deutschland,16896,14852
Groller_Balduin_Detektiv_Dagobert_Anonyme_Briefe.txt,292,686,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Anonyme Briefe,Groller_Balduin_Detektiv_Dagobert_Anonyme_Briefe.txt,1910,Novelle,ja,Klubs der Industriellen,ja,Er wird nie mehr eine Wiener Bühne betreten,Österreich,10741,9217
Groller_Balduin_Detektiv_Dagobert_Dagoberts_Ferienarbeit.txt,293,687,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Dagoberts Ferienarbeit,Groller_Balduin_Detektiv_Dagobert_Dagoberts_Ferienarbeit.txt,1910,Novelle,ja,"allerdings sehr dunklen Fall verwickelt bin, der im Jahre 1849 beginnt",ja,Ich reiste ohne Aufenthalt nach Wien und präsentierte,Österreich,13631,11813
Groller_Balduin_Detektiv_Dagobert_Dagoberts_unfreiwillige_Reise.txt,294,688,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Dagoberts unfreiwillige Reise,Groller_Balduin_Detektiv_Dagobert_Dagoberts_unfreiwillige_Reise.txt,1910,Novelle,ja,"Promenade, Rauchzimmer",ja,"Eine Stunde von Wien, Preßburg",Österreich,12123,10507
Groller_Balduin_Detektiv_Dagobert_Das_geheimnisvolle_Kaestchen.txt,295,689,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Das geheimnisvolle Kästchen,Groller_Balduin_Detektiv_Dagobert_Das_geheimnisvolle_Kaestchen.txt,1910,Novelle,ja,Eisenbahn,ja,"österreichisch, Wien",Österreich,13154,11365
Groller_Balduin_Detektiv_Dagobert_Das_Halsband.txt,296,690,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Das Halsband der Gesandtin,Groller_Balduin_Detektiv_Dagobert_Das_Halsband.txt,1910,Novelle,ja,Elektrischen,ja,Salzburg,Österreich,10978,9516
Groller_Balduin_Detektiv_Dagobert_Der_Falschspieler.txt,297,691,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Der Falschspieler,Groller_Balduin_Detektiv_Dagobert_Der_Falschspieler.txt,1910,Novelle,ja,"sicher aber und beglaubigt ist es, daß im Jahre 1885 Graf Callado, der Gesandte des Kaisers von Brasilien, in Rom beim Falschspielen abgefaßt worden ist",ja,"Ich befehle Ihnen weiter, innerhalb der nächsten vierundzwanzig Stunden von Wien abzureisen",Österreich,9989,8579
Groller_Balduin_Detektiv_Dagobert_Der_grosse_Rubin.txt,298,692,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Der große Rubin ,Groller_Balduin_Detektiv_Dagobert_Der_grosse_Rubin.txt,1910,Novelle,ja,Elektrizität,ja,"Kaiser, Deutsch, Wien",Österreich,8510,7339
Groller_Balduin_Detektiv_Dagobert_Der_grosse_Schmuckdiebstahl.txt,299,693,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Der große Schmuckdiebstahl,Groller_Balduin_Detektiv_Dagobert_Der_grosse_Schmuckdiebstahl.txt,1910,Novelle,ja,Firma Sacher,ja,"Firma Sacher, die die teuerste Küche in Wien führt",Österreich,6134,5312
Groller_Balduin_Detektiv_Dagobert_Der_grosse_Unterschleif.txt,300,694,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Der große Unterschleif,Groller_Balduin_Detektiv_Dagobert_Der_grosse_Unterschleif.txt,1910,Novelle,ja,Telephonapparat,ja,"boten sie ihm sechzigtausend Kronen dafür , Hamburg, Das schönste Zimmer im Palast der A. B. B. – man sagte immer und überall nur A. B. B., und doch wußte jeder sofort, daß damit die Allgemeine Bauunternehmungs-Bank gemeint sei – war das Bureau des Generaldirektors; Gut, so will ich nur andeuten, daß ich unter anderen auch bei der H. A. P. A. G. – das ist die Hamburg-amerikanische Paketboot-Aktiengesellschaft",Österreich,4611,3981
Groller_Balduin_Detektiv_Dagobert_Der_Kasseneinbruch.txt,301,695,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Der Kasseneinbruch,Groller_Balduin_Detektiv_Dagobert_Der_Kasseneinbruch.txt,1910,Novelle,ja,Elektrischen,ja,Wien,Österreich,8538,7332
Groller_Balduin_Detektiv_Dagobert_Der_schreckliche_Brief.txt,302,696,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Der schreckliche Brief,Groller_Balduin_Detektiv_Dagobert_Der_schreckliche_Brief.txt,1910,Novelle,ja,telephoniert,ja,"sprach er mit Entzücken von einem Gemälde, einem Interieur der Malerin Olga Wisinger-Florian",Österreich,8634,7452
Groller_Balduin_Detektiv_Dagobert_Die_feinen_Zigarren.txt,303,697,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Die feinen Zigarren,Groller_Balduin_Detektiv_Dagobert_Die_feinen_Zigarren.txt,1910,Novelle,ja,"Zigarren, Elektrischen",ja,Er geht nach Graz,Österreich,6659,5748
Groller_Balduin_Detektiv_Dagobert_Die_seltsame_Faehrte.txt,304,698,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Die seltsame Fährte,Groller_Balduin_Detektiv_Dagobert_Die_seltsame_Faehrte.txt,1910,Novelle,ja,Automobil,ja,"Großgrundbesitz Palting, Hiersau, Eichgraben",Österreich,3913,3388
Groller_Balduin_Detektiv_Dagobert_Ein_sonderbarer_Fall.txt,305,699,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Ein sonderbarer Fall,Groller_Balduin_Detektiv_Dagobert_Ein_sonderbarer_Fall.txt,1910,Novelle,ja,Automobil,ja,Am 23. Februar etwa um zwei Uhr nach Mitternacht wurde in Wien in der Sensengasse ein junger Mann tot aufgefunden,Österreich,14254,12354
Groller_Balduin_Detektiv_Dagobert_Eine_teure_Depesche.txt,306,700,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Eine teure Depesche,Groller_Balduin_Detektiv_Dagobert_Eine_teure_Depesche.txt,1910,Novelle,ja,Eisenbahn,ja,Wiener,Österreich,9442,8176
Groller_Balduin_Detektiv_Dagobert_Eine_Verhaftung.txt,307,701,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Eine Verhaftung,Groller_Balduin_Detektiv_Dagobert_Eine_Verhaftung.txt,1910,Novelle,ja,Zigarettendose,ja,des Wienerwaldes,Österreich,8035,6991
Groller_Balduin_Detektiv_Dagobert_Empfang_beim_Ministerpraesidenten.txt,308,702,gutenberg,Adalbert,Goldscheider,Adalbert Goldscheider,Balduin Groller,Balduin Groller,Österreich,1848,1916,male,"Balduin Groller, Pseudonym für Adalbert Goldscheider, (* 5. September 1848 in Arad, Kaisertum Österreich; † 22. März 1916 in Wien) war ein österreichischer Journalist, Schriftsteller und Sportfunktionär.",142373672,Empfang beim Ministerpräsidenten,Groller_Balduin_Detektiv_Dagobert_Empfang_beim_Ministerpraesidenten.txt,1910,Novelle,ja,Elektrischen,ja,"Wiener, Kaiser, Rheinwein",Österreich,9542,8245
Groner_Auguste_Der_rote_Merkur.txt,309,0,gutenberg,Auguste,Groner,Auguste Groner,"Olaf Björnson, A. von der Paura, Renorga und Metis",Auguste Groner,Österreich,1850,1929,female,"Auguste Groner (* 16. April 1850 in Wien, Kaisertum Österreich; † 7. März 1929 ebenda, gebürtig Auguste Kopallik) war eine österreichische Schriftstellerin. Sie veröffentlichte auch unter den Pseudonymen Olaf Björnson, A. von der Paura, Renorga und Metis.",119196778,Der rote Merkur,Groner_Auguste_Der_rote_Merkur.txt,1910,Kriminalroman,ja,Bahnhof,ja,"Marburg, Salzburg, Wien; Der Zug war nur schwach besetzt. Zwischen Triest und Laibach befand sich Müller überhaupt allein in seinem Abteil. Von da ab fuhr ein Oberst mit ihm bis Marburg. Als dieser ausgestiegen war, redete Müller mit dem Schaffner, und daraufhin blieb er bis Graz wieder allein.",Österreich,61613,53232
Groner_Auguste_Warenhaus_Gross.txt,310,0,gutenberg,Auguste,Groner,Auguste Groner,"Olaf Björnson, A. von der Paura, Renorga und Metis",Auguste Groner,Österreich,1850,1929,female,"Auguste Groner (* 16. April 1850 in Wien, Kaisertum Österreich; † 7. März 1929 ebenda, gebürtig Auguste Kopallik) war eine österreichische Schriftstellerin. Sie veröffentlichte auch unter den Pseudonymen Olaf Björnson, A. von der Paura, Renorga und Metis.",119196778,Warenhaus Groß und Comp.,Groner_Auguste_Warenhaus_Gross.txt,1907,Roman,ja,Walzer,ja,"Baden-Baden, Kaiserstadt, Rüdesheim, Wien, Ringstraße",Österreich,88012,75904
Groner_Auguste_Wer_ist_es.txt,311,0,gutenberg,Auguste,Groner,Auguste Groner,"Olaf Björnson, A. von der Paura, Renorga und Metis",Auguste Groner,Österreich,1850,1929,female,"Auguste Groner (* 16. April 1850 in Wien, Kaisertum Österreich; † 7. März 1929 ebenda, gebürtig Auguste Kopallik) war eine österreichische Schriftstellerin. Sie veröffentlichte auch unter den Pseudonymen Olaf Björnson, A. von der Paura, Renorga und Metis.",119196778,Wer ist es?,Groner_Auguste_Wer_ist_es.txt,1894,Novelle,ja,Bahnhof,ja,"Na, wir wollen sehen, ob um diese Zeit ein Zug aus Neusteinau hier eintrifft.; Gestatten Sie, daß ich sofort nach der Königsstraße gehe?«",Österreich,31372,27259
Grottewitz_Curt_Sonntage_eines_Grossstaedters.txt,312,718,gutenberg,Max Curt,Pfütze,Max Curt Pfütze,Curt Grottewitz,Curt Grottewitz,Deutschland ,1866,1905,male,"geb. in Grottewitz, gest. in Müggelheim; deutscher Naturwissenschaftler, Schriftsteller und Germanist, Mitbegründer der Arbeiter-Wanderbewegung; wollte mit seinen Werken seiner Leserschaft die Zusammenhänge der Natur aus ökologischer Perspektive näher bringen",116878908,Sonntage eines Großstädters in der Natur,Grottewitz_Curt_Sonntage_eines_Grossstaedters.txt,1920,Roman,ja,bestieg er den Zug,ja,Mit einer Verwünschung Berlins; außerhalb der Millionenstadt,Deutschland,24343,21367
